name,lat,lng,district
深茂大厦,22.54703,114.049601,福田区
文博大厦,22.559092,114.054514,福田区
卓越时代大厦,22.745512,113.837276,宝安区
皇安大厦,22.529465,114.070346,福田区
知本大厦,22.529345,114.071845,福田区
田面城市大厦,22.547072,114.08289,福田区
佳和华强大厦,22.546993,114.091495,福田区
中电迪富大厦,22.549922,114.096118,福田区
新亚洲国利大厦,22.549421,114.091465,福田区
广博现代之窗大厦,22.549815,114.093783,福田区
锦峰大厦,22.542265,114.102414,福田区
深纺大厦,22.550607,114.092103,福田区
海外装饰大厦,22.550671,114.088525,福田区
电子科技大厦-A座,22.546942,114.095358,福田区
飞亚达大厦,22.549979,114.090351,福田区
兴华大厦,22.547405,114.099428,福田区
海天综合大厦,22.538581,114.075384,福田区
中信大厦,22.546268,114.10636,福田区
同心大厦-南门,22.535101,114.076911,福田区
家乐大厦,22.550288,114.098936,福田区
鲁班大厦,22.553047,114.051082,福田区
新城大厦,22.54617,114.108205,福田区
投行大厦,22.541993,114.058389,福田区
基金大厦,22.546779,114.062056,福田区
中国港中旅大厦,22.544417,114.062355,福田区
中深花园大厦,22.537318,114.075263,福田区
爱地大厦,22.533977,114.07624,福田区
海岸环庆大厦,22.538023,114.084036,福田区
广银大厦,22.533935,114.084151,福田区
卓越大厦,22.543583,114.057586,福田区
绿景纪元大厦,22.541888,114.036628,福田区
华能大厦,22.547263,114.09635,福田区
本元大厦,22.541348,114.03266,福田区
红松大厦,22.537898,114.030201,福田区
祥祺投资大厦(原民生银行大厦),22.532721,114.047975,福田区
中国有色大厦,22.541522,114.033273,福田区
万科富春东方大厦,22.54355,114.032251,福田区
天吉大厦,22.538534,114.038072,福田区
安徽大厦,22.542097,114.037891,福田区
深业泰然大厦,22.53655,114.028219,福田区
华嵘大厦,22.544629,114.072542,福田区
太平金融大厦,22.547848,114.06206,福田区
深装总大厦,22.511475,114.051711,福田区
中心商务大厦,22.542798,114.059,福田区
深圳国际商会大厦,22.54277,114.057334,福田区
清凤荣盛创投大厦-地下停车场,22.569509,114.107605,福田区
安吉尔大厦,22.570133,114.105047,福田区
深燃大厦,22.579382,114.064561,福田区
满京华投资大厦,22.568738,114.051272,福田区
青海大厦,22.563759,114.039565,福田区
西湖天欣大厦,22.57447,114.070624,福田区
国际科技大厦,22.545772,114.089909,福田区
海鹰大厦,22.541119,114.07523,福田区
中广核大厦,22.547831,114.07382,福田区
中电信息大厦,22.547166,114.054747,福田区
地铁大厦,22.552811,114.070231,福田区
澳新亚大厦,22.537991,114.075312,福田区
彩虹大厦,22.541187,114.075044,福田区
星河发展中心大厦,22.539258,114.068025,福田区
福建大厦,22.539263,114.075235,福田区
华丰大厦,22.546581,114.054227,福田区
福景大厦,22.550039,114.075574,福田区
天健创业大厦,22.555217,114.049266,福田区
能源大厦,22.535737,114.070445,福田区
荣超大厦,22.553796,114.070197,福田区
免税商务大厦,22.54282,114.062047,福田区
鼎和大厦,22.539033,114.069231,福田区
瀚森大厦,22.539351,114.074139,福田区
兴业银行大厦,22.544323,114.058893,福田区
兆邦基金融大厦,22.540185,114.074091,福田区
华安保险总部大厦,22.542035,114.057715,福田区
华融大厦,22.543588,114.060093,福田区
新华保险大厦,22.543565,114.05901,福田区
江苏大厦,22.551857,114.062105,福田区
安联大厦,22.54791,114.070175,福田区
时代财富大厦-地下停车场,22.539173,114.070887,福田区
京地大厦,22.537863,114.074085,福田区
生命人寿大厦,22.551635,114.070345,福田区
中洲大厦,22.543011,114.070334,福田区
现代国际大厦,22.539898,114.070279,福田区
中国凤凰大厦,22.547123,114.071456,福田区
民生大厦,22.657473,114.012053,龙华区
文蔚大厦,22.541033,114.076123,福田区
国通大厦,22.532835,114.049305,福田区
万基商务大厦,22.532632,114.047475,福田区
银都大厦,22.550264,114.12719,罗湖区
湖北宝丰大厦,22.54777,114.118399,罗湖区
天济大厦,22.538024,114.038151,福田区
天展大厦,22.53703,114.038363,福田区
大庆大厦,22.540763,114.028331,福田区
海松大厦,22.53694,114.03033,福田区
水松大厦,22.535735,114.029949,福田区
雪松大厦,22.537582,114.028109,福田区
天经大厦,22.537489,114.03825,福田区
劲松大厦,22.540568,114.036384,福田区
天祥大厦,22.539023,114.037886,福田区
金运世纪大厦,22.540438,114.026388,福田区
英龙大厦,22.540846,114.02891,福田区
天发大厦,22.536494,114.038495,福田区
苍松大厦,22.538561,114.033342,福田区
金润大厦,22.54114,114.03105,福田区
杭钢富春商务大厦,22.540582,114.027204,福田区
深福保盈福大厦,22.513569,114.053744,福田区
腾飞工业大厦,22.511232,114.066474,福田区
长平商务大厦,22.51347,114.064084,福田区
中天元大厦,22.510222,114.066722,福田区
长富金茂大厦,22.512245,114.062844,福田区
中科智宏大厦,22.509661,114.05681,福田区
平安国际金融中心大厦,22.538842,114.062268,福田区
众鑫科技大厦,22.566751,114.105649,福田区
福安大厦,22.538856,114.022255,福田区
高盛大厦,22.709834,113.831903,宝安区
华创达中心商务大厦,22.561874,113.901902,宝安区
宏海汇盈大厦,22.744321,113.837056,宝安区
同方中心大厦,22.740054,113.838084,宝安区
大梵设计大厦,22.583171,113.874834,宝安区
怀德商务大厦,22.67583,113.833683,宝安区
伟丰大厦,22.695055,113.817633,宝安区
宏发中心大厦,22.560895,113.89484,宝安区
金宝商务大厦,22.564081,113.901264,宝安区
金海商务大厦,22.584635,113.866552,宝安区
华盛泰科技大厦,22.613925,113.851569,宝安区
摩斯创投大厦,22.590609,113.866516,宝安区
万庭大厦,22.578045,113.865497,宝安区
长安大厦,22.761218,113.834478,宝安区
正泰来商务大厦,22.581867,113.873719,宝安区
新中泰商务大厦,22.60646,113.854457,宝安区
汇潮科技大厦,22.584943,113.866116,宝安区
勤诚达大厦,22.579812,113.91706,宝安区
广安大厦,22.571143,113.890111,宝安区
万骏经贸大厦,22.555372,113.886986,宝安区
深信泰丰大厦,22.574562,113.911925,宝安区
东方明珠商务大厦,22.581744,113.904563,宝安区
深圳市蘅芳科技大厦,22.582828,113.869106,宝安区
老兵大厦,22.580733,113.856775,宝安区
西乡商会大厦,22.576369,113.857817,宝安区
中正财富大厦,22.675666,113.811553,宝安区
永福大厦,22.68504,113.808822,宝安区
华丰国际商务大厦,22.592408,113.864829,宝安区
宝鸿林大厦,22.567039,113.894456,宝安区
鸿都商务大厦,22.570303,113.898321,宝安区
旭生大厦,22.59023,113.870109,宝安区
国际西岸商务大厦,22.55496,113.894414,宝安区
财富港大厦,22.573756,113.874132,宝安区
荣超滨海大厦,22.555226,113.886127,宝安区
龙光世纪大厦,22.555233,113.892865,宝安区
宝通大厦,22.573255,113.902364,宝安区
兴围锦灏大厦,22.700878,113.838021,宝安区
宝源华丰总部经济大厦,22.578543,113.868242,宝安区
国汇通商务大厦,22.578342,113.870177,宝安区
宝运达物流中心-信息大厦,22.600663,113.890236,宝安区
酷派大厦,22.56639,113.951486,南山区
威盛科技大厦,22.546212,113.94681,南山区
国信投资大厦,22.539262,113.959696,南山区
朗诗大厦,22.543441,113.963956,南山区
阳光粤海大厦,22.538426,113.948222,南山区
中电长城大厦,22.546893,113.953729,南山区
西北工业大学三航科技大厦,22.533531,113.948265,南山区
易思博软件大厦盈峰中心,22.52808,113.946117,南山区
华瀚科技大厦,22.563395,113.951073,南山区
深圳北航大厦,22.532923,113.947694,南山区
中国储能大厦,22.543488,113.951524,南山区
创新大厦,22.555054,113.932683,南山区
富利臻大厦,22.548603,113.95568,南山区
振兴大厦,22.569692,114.061151,福田区
恒邦置地大厦,22.546869,114.00372,福田区
海王星辰总部大厦,22.512141,113.946571,南山区
中国华润大厦,22.520424,113.953125,南山区
赛西科技大厦,22.528114,113.942821,南山区
海信南方大厦,22.518159,113.946783,南山区
蛇口网谷万海大厦,22.498243,113.923346,南山区
健兴科技大厦,22.574906,113.959802,南山区
华文大厦,22.574702,113.958551,南山区
凯达尔集团-中心大厦,22.590167,113.951433,南山区
田寮大厦,22.598055,114.000739,南山区
旺棠大厦,22.591487,113.95664,南山区
鼎新大厦,22.58677,113.960422,南山区
东南工贸大厦,22.495406,113.941328,南山区
景园大厦,22.500725,113.936783,南山区
海洋石油大厦,22.48913,113.919951,南山区
联合大厦,22.50255,113.926748,南山区
招商局港口大厦(汇港)停车场,22.490729,113.921984,南山区
南山大厦,22.501643,113.926214,南山区
佳利泰大厦,22.502221,113.92379,南山区
合欢大厦,22.493953,113.941787,南山区
航天大厦,22.544311,114.057563,福田区
蛇口科技大厦,22.502131,113.92564,南山区
致远大厦,22.505052,113.947464,南山区
大新时代大厦,22.533813,113.917982,南山区
丽湾大厦,22.502141,113.897977,南山区
信利康电商大厦,22.507334,113.894842,南山区
南园枫叶大厦,22.522496,113.928015,南山区
中国高科大厦,22.512908,113.904911,南山区
金晖大厦,22.515002,113.931369,南山区
粤海大厦,22.518672,113.933944,南山区
西海岸大厦,22.522724,113.933734,南山区
新保辉大厦,22.514086,113.931013,南山区
亿利达大厦,22.522938,113.928727,南山区
新能源大厦,22.522216,113.933555,南山区
荔源商务大厦,22.517282,113.918936,南山区
荔园大厦,22.530111,113.931449,南山区
国兴大厦,22.534695,113.926867,南山区
新豪方大厦,22.546735,113.932582,南山区
上海汽车大厦,22.549938,113.940233,南山区
中海油大厦,22.517959,113.945785,南山区
新绿岛大厦,22.529325,113.929493,南山区
保利大厦-写字楼,22.521258,113.935275,南山区
汉唐大厦,22.541017,113.990964,南山区
荣超后海大厦,22.528002,113.947432,南山区
兰光科技大厦,22.559695,113.948324,南山区
万德莱大厦,22.543796,113.954635,南山区
创维大厦,22.544891,113.957699,南山区
北科大厦,22.5316,113.946496,南山区
天虹大厦,22.512131,113.947375,南山区
图道智能科技大厦停车场,22.547591,113.955187,南山区
九洲电器大厦,22.542056,113.961958,南山区
卫星大厦,22.531059,113.946185,南山区
康佳研发大厦,22.545159,113.96362,南山区
科技园坚达大厦,22.552836,113.952505,南山区
伟杰大厦,22.548072,113.955655,南山区
中电照明大厦,22.542924,113.963591,南山区
文峥鑫大厦,22.549932,113.956733,南山区
思创科技大厦,22.543825,113.952842,南山区
比克科技大厦,22.547134,113.939408,南山区
国人通信大厦,22.549036,113.947646,南山区
南玻电子大厦,22.56061,113.948186,南山区
三诺智慧大厦,22.528009,113.943745,南山区
百度国际大厦,22.530242,113.949298,南山区
彩虹科技大厦,22.560414,113.947235,南山区
尚美科技大厦,22.549522,113.965254,南山区
长虹科技大厦,22.544295,113.964291,南山区
环球数码大厦,22.549258,113.943115,南山区
中科大厦,22.54397,113.958879,南山区
粤美特大厦-接送点,22.539587,113.960056,南山区
迈科龙大厦,22.541376,113.96093,南山区
源政创业大厦,22.56157,113.948401,南山区
腾讯大厦,22.546103,113.941079,南山区
德赛科技大厦,22.54512,113.961104,南山区
富裕顶大厦,22.564579,113.949278,南山区
东方科技大厦,22.553522,113.952473,南山区
方大大厦,22.5436,113.963104,南山区
泰邦科技大厦,22.541624,113.959025,南山区
留学生创业大厦,22.536667,113.953399,南山区
怡化金融科技大厦,22.530311,113.94265,南山区
中铁南方总部大厦,22.517039,113.947664,南山区
迈瑞研发大厦-A6栋,22.544486,113.96206,南山区
赛百诺大厦,22.554128,113.942169,南山区
桑达科技大厦,22.546911,113.955602,南山区
航盛科技大厦,22.541454,113.960256,南山区
公园道大厦,22.518065,113.930786,南山区
海岸大厦(东座),22.523693,113.944433,南山区
西海明珠大厦,22.537611,113.93751,南山区
闽泰大厦,22.526343,113.943558,南山区
先健科技大厦,22.544729,113.963985,南山区
科陆大厦,22.566852,113.948251,南山区
豪威科技大厦,22.539179,113.959075,南山区
亿思博软件大厦,22.554795,113.94718,南山区
飞亚达科技大厦,22.545135,113.962202,南山区
大族创新大厦,22.559418,113.957328,南山区
中科纳能大厦,22.532132,113.948053,南山区
创维半导体设计大厦,22.542655,113.960004,南山区
阿里云大厦,22.51508,113.949784,南山区
微软科通大厦,22.532277,113.946896,南山区
芒果网大厦,22.529669,113.942059,南山区
华润置地大厦,22.547286,113.95956,南山区
TCL大厦,22.544727,113.95879,南山区
51大厦,22.556272,113.954423,南山区
发展大厦(延安路),22.637958,114.436389,龙岗区
保发大厦,22.565351,114.249229,盐田区
东和工业大厦,22.560078,114.231449,盐田区
黄金珠宝大厦,22.569638,114.254784,盐田区
建工大厦,22.557009,114.23413,盐田区
盐田科技大厦,22.568329,114.254705,盐田区
海港大厦,22.575021,114.26011,盐田区
建业大厦(光明),22.785151,113.896137,光明区
启航大厦(光明),22.787335,113.887372,光明区
鸿鑫大厦,22.77657,113.879321,光明区
鑫湘大厦,22.787267,113.887946,光明区
同安商务大厦,22.786901,113.88882,光明区
广信商务大厦,22.785015,113.89556,光明区
易方大厦,22.773507,113.931724,光明区
陈文礼大厦,22.783551,113.925026,光明区
华力特大厦,22.735045,113.918665,光明区
富森大厦,22.774209,113.927367,光明区
富东商务大厦,22.790393,113.891521,光明区
美盈森大厦,22.748726,113.9565,光明区
恒泰裕大厦,22.738916,113.93153,光明区
电连科技大厦,22.772621,113.888695,光明区
恒海大厦,22.742584,113.908219,光明区
鑫安文化大厦,22.798316,113.910093,光明区
凯雷斯顿商务大厦,22.792523,113.91715,光明区
嘉丰商务大厦,22.762169,113.91197,光明区
钧林商务大厦,22.782798,113.890079,光明区
库马克大厦,22.7723,113.933807,光明区
新合佳大厦,22.741868,113.94027,光明区
建业大厦,22.543022,114.023061,福田区
鑫瑞商务大厦,22.775671,113.91548,光明区
电商大厦,22.662139,114.084299,龙岗区
锦昌商务大厦,22.760158,113.91398,光明区
明卓教育大厦,22.783686,113.901609,光明区
稳联商务大厦,22.786048,113.890785,光明区
金新农大厦,22.773461,113.933744,光明区
铭丰大厦,22.723288,113.905617,光明区
龙骏商务大厦,22.779511,113.912684,光明区
星皇大厦,22.774935,113.895056,光明区
永盛大厦,22.791015,113.906697,光明区
展辰大厦-停车场,22.748708,113.957894,光明区
格雅科技大厦,22.772469,113.889648,光明区
万和科技大厦,22.74271,113.949629,光明区
永辉大厦,22.79498,113.902651,光明区
中鑫大厦,22.784534,113.929608,光明区
伯尼大厦,22.775059,113.893972,光明区
经济发展大厦,22.786787,113.9014,光明区
坪山投资大厦,22.702038,114.353111,坪山区
开沃大厦,22.779396,114.418687,坪山区
深圳新宙邦科技大厦,22.688505,114.34138,坪山区
东城大厦,22.720781,114.400843,坪山区
益田·益科大厦,22.709259,114.371397,坪山区
