WKT,field_1,Unnamed_ 0,name,lat,lng,district,layer,path
"POINT (113.93043 22.52975)","271","271",南山,"22.52975","113.93043",地铁11号线,11号线,E:/jojo/UCL/T2/0012/Q1_QGIS/11号线.shp|layername=11号线
"POINT (113.904232 22.542733)","272","272",前海湾,"22.542733","113.904232","地铁11号线;地铁1号线;地铁5号线",11号线,E:/jojo/UCL/T2/0012/Q1_QGIS/11号线.shp|layername=11号线
"POINT (113.886846 22.56102)","273","273",宝安,"22.56102","113.886846",地铁11号线,11号线,E:/jojo/UCL/T2/0012/Q1_QGIS/11号线.shp|layername=11号线
"POINT (113.862751 22.581116)","274","274",碧海湾,"22.581116","113.862751",地铁11号线,11号线,E:/jojo/UCL/T2/0012/Q1_QGIS/11号线.shp|layername=11号线
"POINT (113.820643 22.629272)","275","275",机场,"22.629272","113.820643",地铁11号线,11号线,E:/jojo/UCL/T2/0012/Q1_QGIS/11号线.shp|layername=11号线
"POINT (113.804835 22.6573)","276","276",机场北,"22.6573","113.804835","地铁11号线;地铁20号线",11号线,E:/jojo/UCL/T2/0012/Q1_QGIS/11号线.shp|layername=11号线
"POINT (113.812576 22.679392)","277","277",福永,"22.679392","113.812576",地铁11号线,11号线,E:/jojo/UCL/T2/0012/Q1_QGIS/11号线.shp|layername=11号线
"POINT (113.817459 22.693717)","278","278",桥头,"22.693717","113.817459",地铁11号线,11号线,E:/jojo/UCL/T2/0012/Q1_QGIS/11号线.shp|layername=11号线
"POINT (113.824469 22.707808)","279","279",塘尾,"22.707808","113.824469",地铁11号线,11号线,E:/jojo/UCL/T2/0012/Q1_QGIS/11号线.shp|layername=11号线
"POINT (113.823606 22.722572)","280","280",马安山,"22.722572","113.823606",地铁11号线,11号线,E:/jojo/UCL/T2/0012/Q1_QGIS/11号线.shp|layername=11号线
"POINT (113.830973 22.736069)","281","281",沙井,"22.736069","113.830973",地铁11号线,11号线,E:/jojo/UCL/T2/0012/Q1_QGIS/11号线.shp|layername=11号线
"POINT (113.833406 22.758302)","282","282",后亭,"22.758302","113.833406",地铁11号线,11号线,E:/jojo/UCL/T2/0012/Q1_QGIS/11号线.shp|layername=11号线
"POINT (113.836299 22.777998)","283","283",松岗,"22.777998","113.836299","地铁11号线;地铁6号线",11号线,E:/jojo/UCL/T2/0012/Q1_QGIS/11号线.shp|layername=11号线
"POINT (113.826539 22.790312)","284","284",碧头,"22.790312","113.826539",地铁11号线,11号线,E:/jojo/UCL/T2/0012/Q1_QGIS/11号线.shp|layername=11号线
"POINT (114.125317 22.537936)","1","0",罗湖,"22.537936","114.125317",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (114.125156 22.546055)","2","1",国贸,"22.546055","114.125156",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (114.122738 22.55087)","3","2",老街,"22.55087","114.122738","地铁1号线;地铁3号线",1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (114.114678 22.547971)","4","3",大剧院,"22.547971","114.114678","地铁1号线;地铁2号线;地铁8号线",1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (114.102113 22.546109)","5","4",科学馆,"22.546109","114.102113","地铁1号线;地铁6号线",1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (114.09171 22.546355)","6","5",华强路,"22.546355","114.09171",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (114.072207 22.540518)","7","6",岗厦地铁站,"22.540518","114.072207","3路;38路;62路;63路;80路;E10路;E20路;M198路;M224路;M329路;高峰专线23路;高峰专线29号;高快巴士27路",1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (114.067692 22.540331)","8","7",会展中心,"22.540331","114.067692","地铁1号线;地铁4号线",1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (114.060562 22.540108)","9","8",购物公园,"22.540108","114.060562","地铁1号线;地铁3号线",1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (114.045221 22.544666)","10","9",香蜜湖,"22.544666","114.045221",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (114.03365 22.541996)","11","10",车公庙,"22.541996","114.03365","地铁11号线;地铁1号线;地铁7号线;地铁9号线",1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (114.020418 22.539593)","12","11",竹子林,"22.539593","114.020418",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (114.003193 22.538687)","13","12",侨城东,"22.538687","114.003193",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.991722 22.539709)","14","13",华侨城,"22.539709","113.991722",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.980583 22.542891)","15","14",世界之窗,"22.542891","113.980583","地铁1号线;地铁2号线;地铁8号线",1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.973369 22.545597)","16","15",白石洲,"22.545597","113.973369",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.960423 22.546035)","17","16",高新园,"22.546035","113.960423",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.950339 22.54387)","18","17",深大,"22.54387","113.950339",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.931322 22.538089)","19","18",桃园,"22.538089","113.931322",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.921714 22.538102)","20","19",大新,"22.538102","113.921714",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.909832 22.538211)","21","20",鲤鱼门,"22.538211","113.909832",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.904232 22.542733)","22","21",前海湾,"22.542733","113.904232","地铁11号线;地铁1号线;地铁5号线",1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.900891 22.553954)","23","22",新安,"22.553954","113.900891",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.893654 22.560836)","24","23",宝安中心,"22.560836","113.893654","地铁1号线;地铁5号线",1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.887784 22.566541)","25","24",宝体,"22.566541","113.887784",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.877227 22.575276)","26","25",坪洲,"22.575276","113.877227",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.869117 22.581735)","27","26",西乡,"22.581735","113.869117",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.853605 22.60669)","28","27",固戍,"22.60669","113.853605",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.842017 22.634498)","29","28",后瑞,"22.634498","113.842017",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.829258 22.652709)","30","29",机场东,"22.652709","113.829258",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"POINT (113.904203 22.485483)","30","30",赤湾,"22.485483","113.904203","地铁2号线;地铁5号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (113.918663 22.4826)","31","31",蛇口港,"22.4826","113.918663","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (113.92165 22.491116)","32","32",海上世界,"22.491116","113.92165","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (113.926343 22.494247)","33","33",水湾,"22.494247","113.926343","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (113.93766 22.491948)","34","34",东角头,"22.491948","113.93766","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (113.945229 22.499032)","35","35",湾厦,"22.499032","113.945229","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (113.944315 22.505611)","36","36",海月,"22.505611","113.944315","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (113.944351 22.514872)","37","37",登良,"22.514872","113.944351","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (113.947799 22.523707)","38","38",后海,"22.523707","113.947799","地铁11号线;地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (113.953068 22.532669)","39","39",科苑,"22.532669","113.953068","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (113.975165 22.531056)","40","40",红树湾,"22.531056","113.975165","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (113.980583 22.542891)","41","41",世界之窗,"22.542891","113.980583","地铁1号线;地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (113.995854 22.55044)","42","42",侨城北,"22.55044","113.995854","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.005578 22.552827)","43","43",深康,"22.552827","114.005578","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.012557 22.554985)","44","44",安托山,"22.554985","114.012557","地铁2号线;地铁7号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.020839 22.555923)","45","45",侨香,"22.555923","114.020839","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.030406 22.558811)","46","46",香蜜,"22.558811","114.030406","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.039793 22.560118)","47","47",香梅北,"22.560118","114.039793","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.05003 22.559418)","48","48",景田,"22.559418","114.05003","地铁2号线;地铁8号线;地铁9号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.056665 22.55248)","49","49",莲花西,"22.55248","114.056665","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.060784 22.545641)","50","50",福田,"22.545641","114.060784","地铁11号线;地铁2号线;地铁3号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.067844 22.546784)","51","51",市民中心,"22.546784","114.067844","地铁2号线;地铁4号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.075212 22.546799)","52","52",岗厦北,"22.546799","114.075212","地铁10号线;地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.092509 22.549777)","53","53",华强北,"22.549777","114.092509","地铁2号线;地铁7号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.098596 22.550472)","54","54",燕南,"22.550472","114.098596","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.114678 22.547971)","55","55",大剧院,"22.547971","114.114678","地铁1号线;地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.13172 22.550606)","56","56",湖贝,"22.550606","114.13172","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.142497 22.552284)","57","57",黄贝岭,"22.552284","114.142497","地铁2号线;地铁5号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.155465 22.553693)","58","58",新秀,"22.553693","114.155465","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.161879 22.559303)","59","59",莲塘口岸,"22.559303","114.161879","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.172875 22.569759)","60","60",仙湖路,"22.569759","114.172875","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.181004 22.5698)","61","61",莲塘,"22.5698","114.181004","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.189988 22.563193)","205","205",梧桐山南,"22.563193","114.189988","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.227811 22.560659)","206","206",沙头角地铁站,"22.560659","114.227811","308路;M191路;M199路;M205路;M314路;M437路;M520路",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.245588 22.560978)","207","207",地铁站(壹海城店),"22.560978","114.245588",深圳市盐田区海山街道鹏湾社区沙头角中心深盐路与海山路交汇处壹海城F1,2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.253226 22.568848)","208","208",盐田港西,"22.568848","114.253226","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.25109 22.590081)","209","209",深外高中,"22.590081","114.25109","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (114.262083 22.595048)","210","210",盐田路,"22.595048","114.262083","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"POINT (113.804835 22.6573)","0","0",机场北,"22.6573","113.804835",,20号线,E:/jojo/UCL/T2/0012/Q1_QGIS/20号线.shp|layername=20号线
"POINT (113.784952 22.69039)","1","1",国展南,"22.69039","113.784952",,20号线,E:/jojo/UCL/T2/0012/Q1_QGIS/20号线.shp|layername=20号线
"POINT (113.784365 22.700617)","2","2",国展地铁站-D口,"22.700617","113.784365",,20号线,E:/jojo/UCL/T2/0012/Q1_QGIS/20号线.shp|layername=20号线
"POINT (113.783402 22.709394)","3","3",国展北,"22.709394","113.783402",,20号线,E:/jojo/UCL/T2/0012/Q1_QGIS/20号线.shp|layername=20号线
"POINT (113.776218 22.718448)","4","4",会展城,"22.718448","113.776218",,20号线,E:/jojo/UCL/T2/0012/Q1_QGIS/20号线.shp|layername=20号线
"POINT (114.062486 22.513825)","62","62",福保,"22.513825","114.062486",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.057673 22.522049)","63","63",益田,"22.522049","114.057673",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.060299 22.52906)","64","64",石厦,"22.52906","114.060299","地铁3号线;地铁7号线",3号线,3号线.shp|layername=3号线
"POINT (114.060562 22.540108)","65","65",购物公园,"22.540108","114.060562","地铁1号线;地铁3号线",3号线,3号线.shp|layername=3号线
"POINT (114.060784 22.545641)","66","66",福田,"22.545641","114.060784","地铁11号线;地铁2号线;地铁3号线;地铁8号线",3号线,3号线.shp|layername=3号线
"POINT (114.067013 22.55368)","67","67",少年宫,"22.55368","114.067013","地铁3号线;地铁4号线",3号线,3号线.shp|layername=3号线
"POINT (114.074512 22.554522)","68","68",莲花村,"22.554522","114.074512","地铁10号线;地铁3号线",3号线,3号线.shp|layername=3号线
"POINT (114.093238 22.554929)","69","69",华新,"22.554929","114.093238","地铁3号线;地铁7号线",3号线,3号线.shp|layername=3号线
"POINT (114.102685 22.554809)","70","70",通新岭,"22.554809","114.102685","地铁3号线;地铁6号线",3号线,3号线.shp|layername=3号线
"POINT (114.110308 22.555001)","71","71",红岭,"22.555001","114.110308","地铁3号线;地铁9号线",3号线,3号线.shp|layername=3号线
"POINT (114.122738 22.55087)","72","72",老街,"22.55087","114.122738","地铁1号线;地铁3号线",3号线,3号线.shp|layername=3号线
"POINT (114.129194 22.555685)","73","73",晒布,"22.555685","114.129194",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.136556 22.562698)","74","74",翠竹,"22.562698","114.136556",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.136069 22.573393)","75","75",田贝,"22.573393","114.136069","地铁3号线;地铁7号线",3号线,3号线.shp|layername=3号线
"POINT (114.131382 22.580283)","76","76",水贝,"22.580283","114.131382",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.122825 22.590896)","77","77",草埔,"22.590896","114.122825",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.128027 22.608013)","78","78",布吉,"22.608013","114.128027","地铁3号线;地铁5号线",3号线,3号线.shp|layername=3号线
"POINT (114.136866 22.613348)","79","79",木棉湾,"22.613348","114.136866",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.144786 22.620295)","80","80",大芬,"22.620295","114.144786",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.154568 22.625729)","81","81",丹竹头,"22.625729","114.154568",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.1873 22.639974)","82","82",六约,"22.639974","114.1873",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.199302 22.644976)","83","83",塘坑,"22.644976","114.199302",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.215408 22.65441)","84","84",横岗,"22.65441","114.215408",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.224489 22.665032)","85","85",永湖,"22.665032","114.224489",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.23075 22.67936)","86","86",荷坳,"22.67936","114.23075",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.234616 22.692046)","87","87",大运,"22.692046","114.234616",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.240852 22.703997)","88","88",爱联,"22.703997","114.240852",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.250865 22.716031)","89","89",吉祥,"22.716031","114.250865",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.26094 22.723214)","90","90",龙城广场,"22.723214","114.26094",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.272271 22.728121)","91","91",南联,"22.728121","114.272271",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.284105 22.734723)","92","92",双龙,"22.734723","114.284105",地铁3号线,3号线,3号线.shp|layername=3号线
"POINT (114.095683 22.73055)","93","93",牛湖,"22.73055","114.095683",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"POINT (114.082981 22.727468)","94","94",观澜湖,"22.727468","114.082981",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"POINT (114.071452 22.726785)","95","95",松元厦,"22.726785","114.071452",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"POINT (114.061443 22.72097)","96","96",观澜,"22.72097","114.061443",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"POINT (114.051321 22.716443)","97","97",长湖,"22.716443","114.051321",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"POINT (114.047637 22.703112)","98","98",茜坑,"22.703112","114.047637",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"POINT (114.046811 22.692586)","99","99",竹村,"22.692586","114.046811",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"POINT (114.04696 22.67801)","100","100",清湖北,"22.67801","114.04696",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"POINT (114.0431 22.669994)","101","101",清湖,"22.669994","114.0431",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"POINT (114.02894 22.657782)","102","102",龙华,"22.657782","114.02894",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"POINT (114.018852 22.651062)","103","103",龙胜,"22.651062","114.018852",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"POINT (114.019211 22.643199)","104","104",上塘,"22.643199","114.019211",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
